DATETIME,ESOI,ATHN,MXCO,ROME,AATB,LMKS,DRBS,MOSC,NEWK,KIEL,CALG,OULU,APTY,FSMT,NAIN,PWNK,SOPB,SOPO
2001-04-08 14:50:00,167.374,50.853,202.167,124.453,1332.36,396.16,101.69175250000004,203.258,84.676,152.93,283.365,94.323,154.34,190.89,185.824,187.256,40.834,239.12
2001-04-08 14:55:00,167.482,50.973,204.867,123.897,1315.76,394.747,101.09788520833337,202.416,83.374,150.92,281.974,95.393,153.24,186.72,185.236,187.612,40.824,241.052
2001-04-08 15:00:00,164.69,50.603,202.867,125.103,1323.88,394.467,101.61,201.318,83.78,151.083,277.185,94.899,156.38,188.824,187.28,187.428,41.87,239.748
2001-04-08 15:05:00,167.984,50.367,203.967,123.603,1317.84,396.147,101.31780687499997,201.068,84.01,150.573,280.198,94.369,154.06,190.418,185.246,187.884,41.258,240.748
2001-04-08 15:10:00,165.42,50.11,202.733,122.927,1317.14,396.88,101.29185499999998,200.114,82.596,151.873,278.892,95.46,153.54,185.086,188.474,186.976,40.94,239.824
2001-04-08 15:15:00,164.758,51.21,203.033,121.573,1304.16,396.037,101.717,202.676,84.558,150.857,277.885,94.642,154.32,188.118,186.288,187.252,41.354,240.162
2001-04-08 15:20:00,165.59,50.423,202.467,122.35,1307.28,394.553,100.95006604166669,200.674,83.236,151.4,277.695,94.052,155.82,187.58,185.114,183.916,41.364,238.756
2001-04-08 15:25:00,165.52,52.41,202.767,121.85,1305.82,395.06,100.89643812499997,202.788,85.208,149.493,276.97,94.28,153.84,185.984,183.884,186.684,40.78,238.252
2001-04-08 15:30:00,164.204,50.51,203.233,122.443,1305.76,394.38,101.034,201.01,83.114,149.977,279.037,94.163,155.6,187.656,190.206,185.174,39.85,237.742
2001-04-08 15:35:00,165.154,49.947,202.8,122.08,1297.88,391.07,100.20059770833339,199.254,82.752,148.993,273.712,94.223,154.16,186.468,186.046,188.712,41.21,237.81
2001-04-08 15:40:00,166.964,49.483,203.067,122.517,1295.84,391.057,100.24280229166676,201.162,84.088,149.297,275.181,95.636,152.64,184.478,184.89,181.73,40.474,237.122
2001-04-08 15:45:00,166.304,50.72,204.567,122.76,1305.8,393.277,100.435,201.302,82.808,150.607,275.639,93.406,153.8,186.05,182.23,185.786,40.736,236.376
