event_date,drop,intensity,dst,normalization,adjacency_method,global_efficiency,estrada_index,entropy,fractal,hurst_rs,modularity,assortativity,avg_katz,avg_closeness,avg_betweenness,avg_laplacian
2024-03-24,11.47,G4,-130.0,decimal_scaling,manhattan,0.2883072472561097,79.77529657063472,3.416731540549893,1.440653895217461,0.2986390222761335,0.6892627454346376,-0.3648033126293996,0.172639446816306,0.22083174893777102,0.12035679374389052,0.07370819822616677
2024-03-24,11.47,G4,-130.0,none,manhattan,0.2883072472561097,79.77529657063472,3.4167315405498933,1.440653895217461,0.2986390222761357,0.6892627454346375,-0.3648033126293996,0.172639446816306,0.22083174893777102,0.12035679374389052,0.07370819822616688
2024-03-24,11.47,G4,-130.0,min_max,minkowski,0.26546825438870825,78.03797978940133,3.4276373621493526,1.436798444717772,0.30529614912479586,0.6730404716061563,-0.09892362890825218,0.17296529516730866,0.18350419216089442,0.15273704789833825,0.07287104597647547
2024-03-24,11.47,G4,-130.0,z_score,minkowski,0.2813820911832265,79.57615828915388,3.4200810529825203,1.2030442753422712,0.5346743261587164,0.6765440250996327,-0.3333333333333333,0.1726924091859854,0.2087873330042272,0.13025415444770286,0.07433261929162042
2024-03-24,11.47,G4,-130.0,robust,minkowski,0.2738484001268082,78.34147168321333,3.418626592804425,1.371262391124608,0.3230414811135376,0.6720680295830063,-0.3046831955922865,0.1729503022329338,0.20096596472855968,0.13501955034213098,0.07253830562994425
2024-03-24,11.47,G4,-130.0,decimal_scaling,minkowski,0.2641998889157972,80.5490308651719,3.4146550911783997,1.288829886460192,0.696055768954201,0.6887687899470228,-0.4457831325301205,0.17265408279121275,0.175334515248282,0.15860215053763443,0.07469422208430772
2024-03-24,11.47,G4,-130.0,none,minkowski,0.2641998889157972,80.5490308651719,3.4146550911783997,1.288829886460192,0.6960557689542006,0.6887687899470228,-0.4457831325301205,0.17265408279121275,0.175334515248282,0.15860215053763443,0.07469422208430782
2023-04-23,6.57,G2,-213.0,min_max,manhattan,0.25299072542769924,82.89063404023209,3.4823811760903585,1.0920061212716548,0.5616217436283635,0.6904564101902835,-0.35578201151971656,0.16805997843690565,0.17834440978321567,0.14744079449961803,0.06810328964713845
2023-04-23,6.57,G2,-213.0,z_score,manhattan,0.2614210905807539,85.21530866392112,3.4957035793958755,1.4937650153795206,0.36218742591854725,0.6896995639477648,-0.7137096774193551,0.16772055096851596,0.1809843624645245,0.14367201426024956,0.07039078811348835
2023-04-23,6.57,G2,-213.0,robust,manhattan,0.2922902494331064,90.004957180922,3.4709176313664676,1.6266713140261948,0.5811933494738277,0.7412003081999391,-0.6847088527694497,0.16694316474036183,0.2201450261288435,0.11189202953908836,0.07144090574466753
2023-04-23,6.57,G2,-213.0,decimal_scaling,manhattan,0.27623285677907433,84.37920643814167,3.475114900003329,1.2006014808353147,0.3726991224492513,0.6892328900206893,-0.2768677586895724,0.16767351439665348,0.2092786578774128,0.12197606315253373,0.06915546184143229
2023-04-23,6.57,G2,-213.0,none,manhattan,0.27623285677907433,84.37920643814167,3.4751149000033292,1.2006014808353147,0.37269912244925196,0.6892328900206892,-0.2768677586895724,0.16767351439665348,0.2092786578774128,0.12197606315253373,0.06915546184143227
2023-04-23,6.57,G2,-213.0,min_max,minkowski,0.2554003652743141,84.58618224876055,3.4899826815924824,1.303728682445362,0.6155364401388452,0.674864721191081,-0.38775510204081703,0.16775035101465507,0.16981183143315728,0.15538579067990832,0.0694934542686936
2023-04-23,6.57,G2,-213.0,z_score,minkowski,0.26576771967528195,85.854606985163,3.4571403736542203,1.335619474486986,0.4246645370627083,0.6920388291421149,-0.5730809674027347,0.16758737153716569,0.1862856780047231,0.13868092691622103,0.06906519393666706
2023-04-23,6.57,G2,-213.0,robust,minkowski,0.29154134381025115,89.71751318312872,3.3566049982423296,1.5226966051570272,0.7010757415518679,0.7064797068324082,-0.5770804911323332,0.16694621444305577,0.21912545904079894,0.11280875986758339,0.06759193516500267
2023-04-23,6.57,G2,-213.0,decimal_scaling,minkowski,0.29256369214352373,84.59522643087848,3.4325536294156564,1.6644513126816178,0.5004087798624239,0.704219997913321,-0.08935564257743049,0.16751543236063546,0.23527476852614168,0.1048637636872931,0.06766516020992398
2023-04-23,6.57,G2,-213.0,none,minkowski,0.29256369214352373,84.59522643087848,3.4325536294156564,1.6644513126816178,0.5004087798624244,0.704219997913321,-0.08935564257743049,0.16751543236063546,0.23527476852614168,0.1048637636872931,0.06766516020992402
2002-04-17,6.56,G3,-126.0,min_max,manhattan,0.4262280701754386,56.71553119196542,2.9335846658959723,1.6872996846651267,0.5440141235161138,0.467403926844429,-0.5074283963853575,0.21893995427452012,0.3645198005970065,0.10409356725146197,0.13167608338217685
2002-04-17,6.56,G3,-126.0,z_score,manhattan,0.3814160401002504,48.388378988287414,2.9201222200061117,1.640187021880576,0.5820944122117238,0.6182678868573313,-0.28051001821493593,0.22139395906268228,0.31181682429312146,0.1309941520467836,0.12271861408030596
