event_date,drop,intensity,dst,normalization,adjacency_method,global_efficiency,estrada_index,entropy,fractal,hurst_rs,modularity,assortativity,avg_katz,avg_closeness,avg_betweenness,avg_laplacian
2002-04-17,6.56,G3,-126.0,robust,minkowski,0.3818713450292393,46.183532887070605,2.8779151290209324,1.629639947342252,0.6333933158164038,0.5839472759360909,-0.5714285714285717,0.22726401667530124,0.30163839070480264,0.1427588579291366,0.13127621187638852
2002-04-17,6.56,G3,-126.0,decimal_scaling,minkowski,0.3712266778056253,44.417054376137244,2.886101501620557,1.537086013097856,0.3640050964782499,0.5854180953727752,-0.10958904109589059,0.2278270912975125,0.29722877678588605,0.1496388028895769,0.1274764557451041
2002-04-17,6.56,G3,-126.0,none,minkowski,0.3712266778056253,44.417054376137244,2.886101501620557,1.537086013097856,0.36400509647824847,0.5854180953727752,-0.10958904109589059,0.2278270912975125,0.29722877678588605,0.1496388028895769,0.1274764557451041
2003-10-29,26.06,G5,-383.0,min_max,manhattan,0.3192274788703359,48.17619582182229,2.9383344714896995,1.162256676104752,0.7069826999243745,0.604247401881368,-0.3138686131386876,0.21730142026183646,0.22440704585742738,0.19398496240601504,0.11285072336072795
2003-10-29,26.06,G5,-383.0,z_score,manhattan,0.3057751507751509,47.47376202082235,2.953545126986403,1.0127889192902453,0.6975261914087982,0.5996121610672036,-0.37254901960784276,0.21761981707537426,0.20777160519018856,0.21303258145363405,0.11202600761312796
2003-10-29,26.06,G5,-383.0,robust,manhattan,0.31356782106782105,47.50394417987684,2.940705782840797,1.128073504171142,0.560208553015644,0.5998899657212842,-0.07843137254901607,0.2175606197799723,0.22137205282711564,0.19598997493734333,0.11179459114078506
2003-10-29,26.06,G5,-383.0,decimal_scaling,manhattan,0.3093295725438583,47.920066465856365,2.951557689312133,0.8722923808093598,0.5256100966530611,0.5839587385963392,-0.4197530864197548,0.21744700224379773,0.20903035034189854,0.21152882205513782,0.11236012509585294
2003-10-29,26.06,G5,-383.0,none,manhattan,0.3093295725438583,47.920066465856365,2.9515576893121334,0.8722923808093598,0.5256100966530638,0.583958738596339,-0.4197530864197548,0.21744700224379773,0.20903035034189854,0.21152882205513782,0.11236012509585287
2003-10-29,26.06,G5,-383.0,min_max,minkowski,0.3166670102384387,47.96172221936555,2.9338437876874655,1.0469055626910426,0.500738885024269,0.6141191403697125,-0.17283950617283916,0.2173661436667644,0.22081247447168162,0.19799498746867164,0.1119762635131008
2003-10-29,26.06,G5,-383.0,z_score,minkowski,0.3303854875283446,48.398650503138036,2.9410821362800657,1.5427599637553473,0.6990313598946074,0.597461663660788,-0.3302752293577983,0.21718649267881465,0.24413481227128336,0.1724310776942356,0.11388794272710204
2003-10-29,26.06,G5,-383.0,robust,minkowski,0.3169447880162168,47.71795894995654,2.936345043953731,1.1735725311587042,0.6338793593168364,0.5739359879836223,-0.19148936170212788,0.21746877249500815,0.22511464723372962,0.19298245614035087,0.11293755394617111
2003-10-29,26.06,G5,-383.0,decimal_scaling,minkowski,0.30380322058893494,47.70790543556903,2.9346334647182566,0.883646285579344,0.5650466384094391,0.6089167587508955,-0.3559322033898309,0.21752709418872346,0.1990960767809161,0.22556390977443608,0.11157231965083561
2003-10-29,26.06,G5,-383.0,none,minkowski,0.30380322058893494,47.70790543556903,2.9346334647182566,0.883646285579344,0.5650466384094356,0.6089167587508955,-0.3559322033898309,0.21752709418872346,0.1990960767809161,0.22556390977443608,0.11157231965083564
2003-11-20,6.58,G5,-422.0,min_max,manhattan,0.35685515873015883,35.8627477197786,2.6977352873965996,1.057115212523053,0.4114834637988943,0.5360105502858672,-0.3095238095238114,0.24924896674932642,0.24871457838247202,0.22916666666666669,0.14807047947689653
2003-11-20,6.58,G5,-422.0,z_score,manhattan,0.3646031746031749,36.09666004576404,2.689330820191769,1.0500318287982942,0.5216560819822169,0.5636260117481359,-0.31443298969072125,0.24909625826797624,0.26154252638872927,0.21607142857142858,0.1483641199419607
2003-11-20,6.58,G5,-422.0,robust,manhattan,0.3999702380952381,37.502598340126056,2.6778183335768873,1.4419647452438127,0.6986374863138952,0.5297317802090002,-0.37234042553191526,0.24817987742548048,0.31173907188267025,0.16845238095238096,0.15247825418827793
2003-11-20,6.58,G5,-422.0,decimal_scaling,manhattan,0.3818055555555557,36.553511186201604,2.691596154212468,1.4055540590468774,0.41811000430275747,0.5773652261081661,-0.28205128205128194,0.24875678189730083,0.2878520983164049,0.1880952380952381,0.14962101823518806
2003-11-20,6.58,G5,-422.0,none,manhattan,0.3818055555555557,36.553511186201604,2.691596154212468,1.4055540590468774,0.4181100043027564,0.5773652261081661,-0.28205128205128194,0.24875678189730083,0.2878520983164049,0.1880952380952381,0.149621018235188
2003-11-20,6.58,G5,-422.0,min_max,minkowski,0.35996031746031754,35.87258271148462,2.695743229628363,1.0488485196783728,0.34713201001269867,0.5472130836187704,-0.19047619047619244,0.24922039290325065,0.2539441717558349,0.2232142857142857,0.14794747370926611
2003-11-20,6.58,G5,-422.0,z_score,minkowski,0.37081018518518527,36.11701667970112,2.68993109925861,1.2750536042104232,0.6635529847353876,0.5308545922895092,-0.15979381443298982,0.24903528974660563,0.2728329051361437,0.20416666666666672,0.14797897018903572
2003-11-20,6.58,G5,-422.0,robust,minkowski,0.39816468253968246,37.2566986829499,2.6799704401868873,1.4419647452438127,0.696573593336844,0.5264594281646582,-0.341463414634147,0.24830034623709468,0.3106702778229793,0.16904761904761906,0.1518274603039915
2003-11-20,6.58,G5,-422.0,decimal_scaling,minkowski,0.37254629629629643,36.31958609475949,2.6913767104095134,1.2689683055022358,0.4004035479021204,0.5484133373952162,-0.3255813953488377,0.24893884409168232,0.27264497842900937,0.20297619047619048,0.14862494745735466
2003-11-20,6.58,G5,-422.0,none,minkowski,0.37254629629629643,36.31958609475949,2.691376710409513,1.2689683055022358,0.4004035479021214,0.5484133373952164,-0.3255813953488377,0.24893884409168232,0.27264497842900937,0.20297619047619048,0.14862494745735447
2004-11-09,8.12,G5,-383.0,min_max,manhattan,0.36567460317460326,38.82324895725578,2.7392970576869584,1.295182809772959,0.5700101626364665,0.5786261791586614,-0.3333333333333333,0.24141814618470897,0.27076221005437306,0.19117647058823528,0.14036427108528327
2004-11-09,8.12,G5,-383.0,z_score,manhattan,0.3653682306255837,38.8234893176603,2.729233523893044,1.2658340264774526,0.4153786838380291,0.5763056355398909,-0.3333333333333333,0.24142038093792043,0.2715922513899173,0.19117647058823528,0.13935090562644087
2004-11-09,8.12,G5,-383.0,robust,manhattan,0.36045459850606915,38.6087567855694,2.7568554771694913,1.3428377560607214,0.42137166152115413,0.5713863254949858,-0.24675324675324675,0.24154444259375588,0.2637119349782469,0.19705882352941173,0.14004061326342465
2004-11-09,8.12,G5,-383.0,decimal_scaling,manhattan,0.37509045284780573,39.322240636492864,2.7563943871741916,1.3678945374876712,0.5675202554859823,0.56371785101382,-0.2962962962962963,0.24112882960396256,0.28276491707927265,0.1803921568627451,0.14109743932928073
2004-11-09,8.12,G5,-383.0,none,manhattan,0.37509045284780573,39.322240636492864,2.7563943871741916,1.3678945374876712,0.5675202554859761,0.56371785101382,-0.2962962962962963,0.24112882960396256,0.28276491707927265,0.1803921568627451,0.1410974393292806
2004-11-09,8.12,G5,-383.0,min_max,minkowski,0.3573266806722691,38.82183834764972,2.738301526027763,1.1094456127872385,0.2921124135376389,0.5529276718294109,-0.38666666666666666,0.24147161221001198,0.2533844050223518,0.20784313725490194,0.14085579368354198
2004-11-09,8.12,G5,-383.0,z_score,minkowski,0.34325158093540464,38.345358025811386,2.730069006692932,0.9312867031424455,0.6235505378457015,0.5620799428758878,-0.5,0.2417535199104287,0.23031376815725074,0.23529411764705882,0.13896314228382178
2004-11-09,8.12,G5,-383.0,robust,minkowski,0.36653828197945837,39.29973908574759,2.756216581663823,1.3065367145429438,0.36370465668968815,0.5339430053089512,-0.4,0.24122703348182864,0.26756677572559234,0.19313725490196076,0.14226404207834412
2004-11-09,8.12,G5,-383.0,decimal_scaling,minkowski,0.36139414098972933,38.61953104940425,2.75870822802234,1.2215670497941733,0.49439410498671704,0.574133977868134,-0.1774891774891775,0.24151676930845814,0.264605955715367,0.19803921568627447,0.1399048186951698
2004-11-09,8.12,G5,-383.0,none,minkowski,0.36139414098972933,38.61953104940425,2.75870822802234,1.2215670497941733,0.49439410498671765,0.5741339778681342,-0.1774891774891775,0.24151676930845814,0.264605955715367,0.19803921568627447,0.1399048186951697
2005-01-21,11.26,G4,-101.0,min_max,manhattan,0.3608397525676939,38.60875055845871,2.721591024355072,1.3544131579330774,0.5891859637085182,0.5597795599319814,-0.24675324675324675,0.24153933150435225,0.2636276607386941,0.1970588235294118,0.13770698442029114
2005-01-21,11.26,G4,-101.0,z_score,manhattan,0.3297247686953572,37.909125943673175,2.67977102366565,0.8530782966429376,0.7309730173606542,0.5992274562451324,-0.48148148148148145,0.24202371373133538,0.21280881272374397,0.2607843137254902,0.13383163533348535
2005-01-21,11.26,G4,-101.0,robust,manhattan,0.3393825333163571,38.12243837199657,2.6580481780470198,1.059663564250285,0.26563333140831313,0.5636461457527376,-0.5407407407407407,0.24189216539888517,0.22861155619338208,0.23823529411764705,0.13586799814404202
2005-01-21,11.26,G4,-101.0,decimal_scaling,manhattan,0.3400069497495971,38.132273390747216,2.7504058190159526,1.091647017623357,0.6875556220786536,0.5215998115223975,-0.4222222222222222,0.2418721869522316,0.22886041218167263,0.2382352941176471,0.1391574571897047
